ENROLMENT_ASN,ENROLMENT_SCHOOL_CODE,ENROLMENT_SCHOOL_YEAR,ENROLMENT_COURSE_CODE,ENROLMENT_ENTRY_DATE,ENROLMENT_EXIT_DATE
036843796,0590,2024,WLD1100,10-OCT-23,25-JAN-24
036843796,0590,2024,KAE1782,31-JAN-24,26-JUN-24
036843796,0590,2024,KAE1783,31-JAN-24,26-JUN-24
036843796,0590,2024,CON2035,26-FEB-24,26-JUN-24
036843796,0590,2024,KAE1781,05-SEP-23,30-JAN-24
036843796,0590,2024,PED1445,31-JAN-24,26-JUN-24
036843796,0590,2024,CON1140,17-NOV-23,30-JAN-24
036843796,0590,2024,CTR1010,05-SEP-23,
036843796,0590,2024,KAE1780,05-SEP-23,30-JAN-24
036843796,0590,2024,CON1120,17-NOV-23,30-JAN-24
036843796,0590,2024,CON1010,15-SEP-23,30-JAN-24
036843796,0590,2024,HSS1080,13-NOV-23,25-JAN-24
036843796,0590,2024,WLD1130,10-OCT-23,30-JAN-24
036843796,0590,2024,CON1130,16-OCT-23,30-JAN-24
036843796,0590,2024,CON1070,16-OCT-23,30-JAN-24
036843796,0590,2024,HCS3000,05-SEP-23,
001195735,1101,2024,CON1120,13-SEP-23,30-JAN-24
001195735,1101,2024,HCS3000,22-FEB-24,26-JUN-24
001195735,1101,2024,PED1445,05-SEP-23,30-JAN-24
001195735,1101,2024,MAT1791,05-SEP-23,30-JAN-24
001195735,1101,2024,HCS3010,22-FEB-24,26-JUN-24
001195735,1101,2024,PED0770,31-JAN-24,26-JUN-24
001195735,1101,2024,ELT1030,05-FEB-24,26-JUN-24
001195735,1101,2024,SST1771,31-JAN-24,26-JUN-24
001195735,1101,2024,SCN1270,05-SEP-23,30-JAN-24
001195735,1101,2024,CON2150,22-JAN-24,30-JAN-24
001195735,1101,2024,CON1010,13-SEP-23,30-JAN-24
001195735,1101,2024,CON1130,13-SEP-23,30-JAN-24
001195735,1101,2024,CON1070,08-DEC-23,30-JAN-24
001195735,1101,2024,ELA1105,31-JAN-24,26-JUN-24
008725716,1108,2024,MAT1791,31-JAN-24,26-JUN-24
008725716,1108,2024,MEC1015,07-FEB-24,26-JUN-24
008725716,1108,2024,SST1771,31-JAN-24,26-JUN-24
008725716,1108,2024,PED1445,05-SEP-23,30-JAN-24
008725716,1108,2024,PED0770,05-SEP-23,30-JAN-24
008725716,1108,2024,ELA1105,05-SEP-23,30-JAN-24
008725716,1108,2024,SCN1270,05-SEP-23,30-JAN-24
008725716,1108,2024,LDC1092,05-SEP-23,30-JAN-24
008725716,1108,2024,FSL1099,31-JAN-24,26-JUN-24
008725716,1108,2024,MAT1791,31-JAN-24,26-JUN-24
008725716,1108,2024,MEC1015,07-FEB-24,26-JUN-24
008725716,1108,2024,SST1771,31-JAN-24,26-JUN-24
008725716,1108,2024,PED1445,05-SEP-23,30-JAN-24
008725716,1108,2024,PED0770,05-SEP-23,30-JAN-24
008725716,1108,2024,ELA1105,05-SEP-23,30-JAN-24
008725716,1108,2024,SCN1270,05-SEP-23,30-JAN-24
008725716,1108,2024,LDC1092,05-SEP-23,30-JAN-24
008725716,1108,2024,FSL1099,31-JAN-24,26-JUN-24
038414281,1101,2024,ELA1104,31-JAN-24,26-JUN-24
038414281,1101,2024,REC1040,07-FEB-24,26-JUN-24
038414281,1101,2024,HSS1020,07-FEB-24,26-JUN-24
038414281,1101,2024,CCS1080,12-OCT-23,30-JAN-24
038414281,1101,2024,WLD1060,12-OCT-23,30-JAN-24
038414281,1101,2024,WLD1130,12-OCT-23,30-JAN-24
038414281,1101,2024,REC1045,07-FEB-24,26-JUN-24
038414281,1101,2024,MAT1793,31-JAN-24,26-JUN-24
038414281,1101,2024,SST1772,05-SEP-23,30-JAN-24
038414281,1101,2024,PED1445,05-SEP-23,30-JAN-24
038414281,1101,2024,HCS3000,27-FEB-24,26-JUN-24
038414281,1101,2024,REC1050,07-FEB-24,26-JUN-24
038414281,1101,2024,WLD1100,12-OCT-23,30-JAN-24
038414281,1101,2024,REC2040,07-FEB-24,26-JUN-24
038414281,1101,2024,HCS3010,26-FEB-24,26-JUN-24
038414281,1101,2024,PED0770,31-JAN-24,26-JUN-24
038414281,1101,2024,SCN1270,05-SEP-23,30-JAN-24
038414281,1101,2024,HSS1080,12-OCT-23,30-JAN-24
025065302,1101,2024,REC1040,07-FEB-24,26-JUN-24
025065302,1101,2024,HSS1020,07-FEB-24,26-JUN-24
025065302,1101,2024,REC1045,07-FEB-24,26-JUN-24
025065302,1101,2024,PED0770,05-SEP-23,30-JAN-24
025065302,1101,2024,HCS3000,25-SEP-23,30-JAN-24
025065302,1101,2024,MAT1791,31-JAN-24,26-JUN-24
025065302,1101,2024,HSS1010,09-FEB-24,26-JUN-24
025065302,1101,2024,REC1050,07-FEB-24,26-JUN-24
025065302,1101,2024,REC2040,07-FEB-24,26-JUN-24
025065302,1101,2024,SCN1270,05-SEP-23,30-JAN-24
025065302,1101,2024,PED1445,05-SEP-23,30-JAN-24
025065302,1101,2024,HCS3010,26-SEP-23,30-JAN-24
025065302,1101,2024,SST1771,05-SEP-23,30-JAN-24
025065302,1101,2024,ELA1105,31-JAN-24,26-JUN-24
019200824,1101,2024,HCS3010,26-SEP-23,30-JAN-24
019200824,1101,2024,PED0770,05-SEP-23,30-JAN-24
019200824,1101,2024,PED1445,31-JAN-24,26-JUN-24
019200824,1101,2024,HCS3000,25-SEP-23,30-JAN-24
019200824,1101,2024,MAT1791,05-SEP-23,30-JAN-24
019200824,1101,2024,FNA1400,05-SEP-23,30-JAN-24
019200824,1101,2024,SCN1270,05-SEP-23,30-JAN-24
019200824,1101,2024,COS1010,02-FEB-24,26-JUN-24
019200824,1101,2024,SST1771,31-JAN-24,26-JUN-24
019200824,1101,2024,HSA3900,02-FEB-24,26-JUN-24
019200824,1101,2024,ELA1105,31-JAN-24,26-JUN-24
028956002,1101,2024,SCN1288,05-SEP-23,30-JAN-24
028956002,1101,2024,SST1772,31-JAN-24,26-JUN-24
028956002,1101,2024,CON1120,13-SEP-23,30-JAN-24
028956002,1101,2024,PED0770,05-SEP-23,30-JAN-24
028956002,1101,2024,HCS3000,25-SEP-23,30-JAN-24
028956002,1101,2024,MAT1793,31-JAN-24,26-JUN-24
028956002,1101,2024,COS1010,02-FEB-24,26-JUN-24
028956002,1101,2024,HSA3900,02-FEB-24,26-JUN-24
028956002,1101,2024,CON2150,22-JAN-24,30-JAN-24
028956002,1101,2024,PED1445,31-JAN-24,26-JUN-24
028956002,1101,2024,CON1010,13-SEP-23,30-JAN-24
028956002,1101,2024,ELA1104,05-SEP-23,30-JAN-24
028956002,1101,2024,CON1130,13-SEP-23,30-JAN-24
028956002,1101,2024,HCS3010,26-SEP-23,30-JAN-24
028956002,1101,2024,CON1070,08-DEC-23,30-JAN-24
028956002,1101,2024,SCN1288,05-SEP-23,30-JAN-24
028956002,1101,2024,SST1772,31-JAN-24,26-JUN-24
028956002,1101,2024,CON1120,13-SEP-23,30-JAN-24
028956002,1101,2024,PED0770,05-SEP-23,30-JAN-24
028956002,1101,2024,HCS3000,25-SEP-23,30-JAN-24
028956002,1101,2024,MAT1793,31-JAN-24,26-JUN-24
028956002,1101,2024,COS1010,02-FEB-24,26-JUN-24
028956002,1101,2024,HSA3900,02-FEB-24,26-JUN-24
028956002,1101,2024,CON2150,22-JAN-24,30-JAN-24
028956002,1101,2024,PED1445,31-JAN-24,26-JUN-24
028956002,1101,2024,CON1010,13-SEP-23,30-JAN-24
028956002,1101,2024,ELA1104,05-SEP-23,30-JAN-24
028956002,1101,2024,CON1130,13-SEP-23,30-JAN-24
028956002,1101,2024,HCS3010,26-SEP-23,30-JAN-24
028956002,1101,2024,CON1070,08-DEC-23,30-JAN-24
014009238,2239,2024,MAT1793,06-DEC-23,26-JUN-24
014009238,1101,2024,HCS3010,26-SEP-23,05-DEC-23
014009238,1101,2024,PED0770,05-SEP-23,05-DEC-23
014009238,1101,2024,SST1772,05-SEP-23,05-DEC-23
014009238,1101,2024,PED1445,05-SEP-23,05-DEC-23
014009238,1101,2024,HCS3000,26-SEP-23,05-DEC-23
014009238,2239,2024,SST1772,30-JAN-24,26-JUN-24
014009238,1101,2024,ELA1104,05-SEP-23,05-DEC-23
003572089,1101,2024,LDC1909,31-JAN-24,02-FEB-24
003572089,1101,2024,EST1020,02-NOV-23,30-JAN-24
003572089,1101,2024,COS1020,28-SEP-23,30-JAN-24
003572089,1101,2024,HCS3010,26-SEP-23,30-JAN-24
003572089,1101,2024,MAT1793,31-JAN-24,26-JUN-24
003572089,1101,2024,COS1010,14-SEP-23,30-JAN-24
003572089,1101,2024,PED0770,05-SEP-23,30-JAN-24
003572089,1101,2024,PED1445,31-JAN-24,26-JUN-24
003572089,1101,2024,SSN2176,08-FEB-24,26-JUN-24
003572089,1101,2024,HSA3431,21-DEC-23,30-JAN-24
003572089,1101,2024,HCS3000,25-SEP-23,30-JAN-24
003572089,1101,2024,HSA3900,14-SEP-23,30-JAN-24
003572089,1101,2024,SSN3176,08-FEB-24,26-JUN-24
003572089,1101,2024,ELA1105,31-JAN-24,26-JUN-24
003572089,1101,2024,SST1771,05-SEP-23,30-JAN-24
003572089,1101,2024,FNA1400,05-FEB-24,07-FEB-24
003572089,1101,2024,SCN1270,05-SEP-23,30-JAN-24
047682787,0590,2024,FSL1099,31-JAN-24,26-JUN-24
047682787,0590,2024,ELA1105,31-JAN-24,26-JUN-24
047682787,0590,2024,HSA3521,16-OCT-23,30-JAN-24
047682787,0590,2024,PED1445,31-JAN-24,26-JUN-24
047682787,0590,2024,COS1020,21-SEP-23,30-JAN-24
047682787,0590,2024,EST1020,30-NOV-23,30-JAN-24
047682787,0590,2024,CTR1010,05-SEP-23,
047682787,0590,2024,SCN2231,31-JAN-24,26-JUN-24
047682787,0590,2024,HSA3511,16-OCT-23,30-JAN-24
047682787,0590,2024,MAT1791,05-SEP-23,30-JAN-24
047682787,0590,2024,SCN1270,05-SEP-23,30-JAN-24
047682787,0590,2024,HSA3900,08-SEP-23,30-JAN-24
047682787,0590,2024,SST1771,05-SEP-23,30-JAN-24
047682787,0590,2024,HSA3436,01-NOV-23,30-JAN-24
047682787,0590,2024,COS1010,21-SEP-23,30-JAN-24
047682787,0590,2024,HCS3000,05-SEP-23,
047682787,0590,2024,HSA3431,01-NOV-23,30-JAN-24
047682787,0590,2024,EST1070,30-NOV-23,30-JAN-24
037744191,0590,2024,PED1445,05-SEP-23,30-JAN-24
037744191,0590,2024,FAB1048,16-OCT-23,30-JAN-24
037744191,0590,2024,MAT1791,31-JAN-24,26-JUN-24
037744191,0590,2024,FAB1910,28-NOV-23,30-JAN-24
037744191,0590,2024,CTR1010,05-SEP-23,
037744191,0590,2024,SCN1270,05-SEP-23,30-JAN-24
037744191,0590,2024,FAB1050,08-NOV-23,30-JAN-24
037744191,0590,2024,FAB1100,28-NOV-23,30-JAN-24
037744191,0590,2024,SST1771,05-SEP-23,30-JAN-24
037744191,0590,2024,FIN1010,20-FEB-24,26-JUN-24
037744191,0590,2024,HCS3000,05-SEP-23,
037744191,0590,2024,ELA1105,31-JAN-24,26-JUN-24
037744191,0590,2024,FAB1010,15-SEP-23,30-JAN-24
010677301,0590,2024,FOD1910,15-JAN-24,30-JAN-24
010677301,0590,2024,FSL1099,31-JAN-24,26-JUN-24
010677301,0590,2024,FOD1030,07-SEP-23,30-JAN-24
010677301,0590,2024,FOD1060,17-NOV-23,30-JAN-24
010677301,0590,2024,FOD1010,07-SEP-23,30-JAN-24
010677301,0590,2024,CTR1010,05-SEP-23,
010677301,0590,2024,SCN1270,31-JAN-24,26-JUN-24
010677301,0590,2024,FOD1020,18-OCT-23,30-JAN-24
010677301,0590,2024,MAT1791,05-SEP-23,30-JAN-24
010677301,0590,2024,FOD1040,05-DEC-23,30-JAN-24
010677301,0590,2024,LDC1289,05-SEP-23,30-JAN-24
010677301,0590,2024,PED1445,31-JAN-24,26-JUN-24
010677301,0590,2024,HCS3000,05-SEP-23,
010677301,0590,2024,ELA1105,05-SEP-23,30-JAN-24
010677301,0590,2024,SST1771,31-JAN-24,26-JUN-24
033857906,0590,2024,FOD1910,15-JAN-24,30-JAN-24
033857906,0590,2024,CSE1110,11-OCT-23,30-JAN-24
033857906,0590,2024,MAT1791,05-SEP-23,30-JAN-24
033857906,0590,2024,FOD1030,07-SEP-23,30-JAN-24
033857906,0590,2024,FOD1060,17-NOV-23,30-JAN-24
033857906,0590,2024,FOD1010,07-SEP-23,30-JAN-24
033857906,0590,2024,CTR1010,05-SEP-23,
033857906,0590,2024,SCN1270,31-JAN-24,26-JUN-24
033857906,0590,2024,FNA1425,31-JAN-24,26-JUN-24
033857906,0590,2024,FOD1020,18-OCT-23,30-JAN-24
033857906,0590,2024,FOD1040,05-DEC-23,30-JAN-24
033857906,0590,2024,CSE1010,14-SEP-23,30-JAN-24
033857906,0590,2024,CSE1240,30-NOV-23,30-JAN-24
033857906,0590,2024,ELT1130,13-NOV-23,30-JAN-24
033857906,0590,2024,PED1445,31-JAN-24,26-JUN-24
033857906,0590,2024,HCS3000,05-SEP-23,
033857906,0590,2024,ELA1105,05-SEP-23,30-JAN-24
033857906,0590,2024,SST1771,31-JAN-24,26-JUN-24
033857906,0590,2024,CSE1910,20-DEC-23,30-JAN-24
019252445,0590,2024,LDC1515,05-SEP-23,30-JAN-24
019252445,0590,2024,REC1050,15-DEC-23,30-JAN-24
019252445,0590,2024,REC2010,31-OCT-23,30-JAN-24
019252445,0590,2024,MAT1791,31-JAN-24,26-JUN-24
019252445,0590,2024,SST1772,31-JAN-24,26-JUN-24
019252445,0590,2024,REC1045,31-OCT-23,30-JAN-24
019252445,0590,2024,ELA1104,31-JAN-24,26-JUN-24
019252445,0590,2024,PED1445,05-SEP-23,30-JAN-24
019252445,0590,2024,CTR1010,05-SEP-23,
019252445,0590,2024,REC2040,15-DEC-23,30-JAN-24
019252445,0590,2024,SCN1270,05-SEP-23,30-JAN-24
019252445,0590,2024,HCS3000,05-SEP-23,
019252445,0590,2024,REC1040,14-SEP-23,30-JAN-24
022127295,0590,2024,WLD1100,10-OCT-23,30-JAN-24
022127295,0590,2024,MAT1791,31-JAN-24,26-JUN-24
022127295,0590,2024,FAB1048,16-OCT-23,30-JAN-24
022127295,0590,2024,HSS1080,13-NOV-23,30-JAN-24
022127295,0590,2024,FAB1910,28-NOV-23,30-JAN-24
022127295,0590,2024,CTR1010,05-SEP-23,
022127295,0590,2024,SCN1270,05-SEP-23,30-JAN-24
022127295,0590,2024,FAB1050,08-NOV-23,30-JAN-24
022127295,0590,2024,WLD1130,10-OCT-23,30-JAN-24
022127295,0590,2024,FAB1100,28-NOV-23,30-JAN-24
022127295,0590,2024,HCS2020,25-JAN-24,30-JAN-24
022127295,0590,2024,WLD1060,10-OCT-23,30-JAN-24
022127295,0590,2024,ELA1105,05-SEP-23,30-JAN-24
022127295,0590,2024,HCS3040,25-JAN-24,30-JAN-24
022127295,0590,2024,PED1445,31-JAN-24,26-JUN-24
022127295,0590,2024,HCS3000,05-SEP-23,
022127295,0590,2024,SST1771,31-JAN-24,26-JUN-24
022127295,0590,2024,FAB1010,15-SEP-23,30-JAN-24
014249453,0590,2024,LDC1515,05-SEP-23,30-JAN-24
014249453,0590,2024,ELA1105,31-JAN-24,26-JUN-24
014249453,0590,2024,MAT1791,31-JAN-24,26-JUN-24
014249453,0590,2024,SST1771,05-SEP-23,30-JAN-24
014249453,0590,2024,HSA3521,16-OCT-23,30-JAN-24
014249453,0590,2024,PED1445,31-JAN-24,26-JUN-24
014249453,0590,2024,COS1020,21-SEP-23,30-JAN-24
014249453,0590,2024,EST1020,30-NOV-23,30-JAN-24
014249453,0590,2024,CTR1010,05-SEP-23,
014249453,0590,2024,HSA3511,16-OCT-23,30-JAN-24
014249453,0590,2024,HSA3900,08-SEP-23,30-JAN-24
014249453,0590,2024,SCN1270,31-JAN-24,26-JUN-24
014249453,0590,2024,HSA3436,01-NOV-23,30-JAN-24
014249453,0590,2024,COS1010,21-SEP-23,30-JAN-24
014249453,0590,2024,HCS3000,05-SEP-23,
014249453,0590,2024,HSA3431,01-NOV-23,30-JAN-24
014249453,0590,2024,EST1070,30-NOV-23,30-JAN-24
014249453,0590,2024,LDC1909,05-SEP-23,30-JAN-24
035461616,1101,2024,SST1772,05-SEP-23,30-JAN-24
035461616,1101,2024,CON1120,13-SEP-23,30-JAN-24
035461616,1101,2024,HCS3000,27-FEB-24,26-JUN-24
035461616,1101,2024,MAT1793,31-JAN-24,26-JUN-24
035461616,1101,2024,ELT1030,05-FEB-24,26-JUN-24
035461616,1101,2024,HCS3010,26-FEB-24,26-JUN-24
035461616,1101,2024,PED0770,31-JAN-24,26-JUN-24
035461616,1101,2024,CON1140,13-NOV-23,30-JAN-24
035461616,1101,2024,SCN1270,05-SEP-23,30-JAN-24
035461616,1101,2024,PED1445,31-JAN-24,26-JUN-24
035461616,1101,2024,CON1010,13-SEP-23,30-JAN-24
035461616,1101,2024,ELA1104,05-SEP-23,30-JAN-24
035461616,1101,2024,CON1130,13-SEP-23,30-JAN-24
035461616,1101,2024,CON1070,08-DEC-23,30-JAN-24
004069747,0590,2024,HSA3900,05-FEB-24,26-JUN-24
004069747,0590,2024,COS1010,05-FEB-24,26-JUN-24
004069747,0590,2024,CTR1010,05-SEP-23,
004069747,0590,2024,MAT1793,31-JAN-24,26-JUN-24
004069747,0590,2024,SCN1270,05-SEP-23,30-JAN-24
004069747,0590,2024,COS1020,08-FEB-24,26-JUN-24
004069747,0590,2024,LDC1289,05-SEP-23,30-JAN-24
004069747,0590,2024,PED1445,31-JAN-24,26-JUN-24
004069747,0590,2024,HCS3000,05-SEP-23,
004069747,0590,2024,ELA1105,05-SEP-23,30-JAN-24
004069747,0590,2024,SST1771,31-JAN-24,26-JUN-24
004069747,0590,2024,LDC1909,05-SEP-23,30-JAN-24
028124510,0590,2024,MAT1791,05-SEP-23,30-JAN-24
028124510,0590,2024,COS1010,05-FEB-24,26-JUN-24
028124510,0590,2024,FOD1020,18-OCT-23,30-JAN-24
028124510,0590,2024,FOD1040,05-DEC-23,30-JAN-24
028124510,0590,2024,PED1445,05-SEP-23,30-JAN-24
028124510,0590,2024,CTR1010,05-SEP-23,
028124510,0590,2024,SCN1270,31-JAN-24,26-JUN-24
028124510,0590,2024,FNA1425,31-JAN-24,26-JUN-24
028124510,0590,2024,HSA3900,05-FEB-24,26-JUN-24
028124510,0590,2024,COS1020,08-FEB-24,26-JUN-24
028124510,0590,2024,FOD1060,17-NOV-23,30-JAN-24
028124510,0590,2024,ELA1105,05-SEP-23,30-JAN-24
028124510,0590,2024,FOD1910,15-JAN-24,30-JAN-24
028124510,0590,2024,FOD1010,07-SEP-23,30-JAN-24
028124510,0590,2024,FOD1030,07-SEP-23,30-JAN-24
028124510,0590,2024,HCS3000,05-SEP-23,
028124510,0590,2024,SST1771,31-JAN-24,26-JUN-24
028374495,0590,2024,WLD1100,10-OCT-23,30-JAN-24
028374495,0590,2024,CTR1010,05-SEP-23,
028374495,0590,2024,SCN1270,31-JAN-24,26-JUN-24
028374495,0590,2024,CON1010,07-FEB-24,26-JUN-24
028374495,0590,2024,MAT1791,05-SEP-23,30-JAN-24
028374495,0590,2024,MEC1040,21-NOV-23,30-JAN-24
028374495,0590,2024,MEC3010,15-DEC-23,30-JAN-24
028374495,0590,2024,MEC1010,15-SEP-23,30-JAN-24
028374495,0590,2024,MEC1090,19-OCT-23,30-JAN-24
028374495,0590,2024,HCS2020,25-JAN-24,30-JAN-24
028374495,0590,2024,MEC1015,07-NOV-23,30-JAN-24
028374495,0590,2024,HSS1080,13-NOV-23,30-JAN-24
028374495,0590,2024,WLD1130,10-OCT-23,30-JAN-24
028374495,0590,2024,ELA1105,05-SEP-23,30-JAN-24
028374495,0590,2024,HCS3040,25-JAN-24,30-JAN-24
028374495,0590,2024,PED1445,31-JAN-24,26-JUN-24
028374495,0590,2024,HCS3000,05-SEP-23,
028374495,0590,2024,SST1771,31-JAN-24,26-JUN-24
028374495,0590,2024,WLD1060,10-OCT-23,30-JAN-24
011112845,1305,2024,SCN1270,05-SEP-23,30-JAN-24
011112845,1305,2024,ELA1104,31-JAN-24,26-JUN-24
011112845,1305,2024,COM1005,06-SEP-23,30-JAN-24
011112845,1305,2024,COM1015,06-SEP-23,30-JAN-24
011112845,1305,2024,MAT1791,05-SEP-23,30-JAN-24
011112845,1305,2024,LDC1909,31-JAN-24,26-JUN-24
011112845,1305,2024,FNA1400,05-SEP-23,30-JAN-24
011112845,1305,2024,SST1772,05-SEP-23,30-JAN-24
011112845,1305,2024,COM1055,06-SEP-23,30-JAN-24
011112845,1305,2024,SCN2231,31-JAN-24,26-JUN-24
011112845,1305,2024,PED1445,31-JAN-24,26-JUN-24
023159156,0590,2024,LDC1515,05-SEP-23,30-JAN-24
023159156,0590,2024,REC1050,15-DEC-23,30-JAN-24
023159156,0590,2024,WLD2070,07-DEC-23,26-JUN-24
023159156,0590,2024,WLD1100,10-OCT-23,30-JAN-24
023159156,0590,2024,REC2010,31-OCT-23,30-JAN-24
023159156,0590,2024,MAT1791,31-JAN-24,26-JUN-24
023159156,0590,2024,HSS1080,13-NOV-23,30-JAN-24
023159156,0590,2024,PED1445,31-JAN-24,26-JUN-24
023159156,0590,2024,REC1045,31-OCT-23,30-JAN-24
023159156,0590,2024,ELA1104,31-JAN-24,26-JUN-24
023159156,0590,2024,CTR1010,05-SEP-23,
023159156,0590,2024,REC2040,15-DEC-23,30-JAN-24
023159156,0590,2024,SST1772,05-SEP-23,30-JAN-24
023159156,0590,2024,MEC1010,07-FEB-24,26-JUN-24
